,rank1,rank2
1664,20549,20108
1665,34707,37559
1666,38025,27379
1667,35537,20613
1668,39893,38275
1669,36489,31371
1670,23027,39174
1671,33778,33319
1672,21839,26477
1673,36346,23515
1674,36372,24179
1675,22078,20932
1676,28065,34691
1677,29208,33225
1678,35077,38740
1679,37781,31425
1680,37301,38795
1681,35109,32160
1682,36738,27904
1683,28857,35434
1684,21231,31111
1685,20064,34937
1686,28303,39612
1687,32574,20103
1688,31416,37569
1689,27831,39177
1690,30744,25508
1691,35917,20434
1692,38393,30738
1693,33716,26615
1694,23880,20913
1695,21661,32104
1696,35860,29549
1697,35809,33616
1698,34196,24462
1699,37277,20961
1700,20217,37232
1701,36476,31087
1702,27265,22456
1703,29669,24012
1704,37895,25442
1705,34062,20041
1706,30930,33014
1707,26812,34372
1708,38907,35114
1709,27706,36151
1710,33272,26432
1711,33801,38637
1712,31498,29014
1713,37166,39826
1714,21912,39219
1715,37405,33019
1716,21182,27003
1717,25334,33384
1718,34644,33933
1719,28524,29405
1720,23673,36216
1721,35587,38705
1722,36040,37346
1723,26575,28372
1724,25561,35980
1725,25065,21046
1726,36731,35733
1727,21021,32364
1728,26255,20238
1729,28009,27918
1730,31460,33394
1731,25257,27648
1732,26007,36036
1733,25302,36478
1734,21553,28350
1735,29800,33642
1736,36479,22073
1737,30482,35572
1738,38267,23609
1739,38272,22024
1740,22775,28552
1741,34520,27977
1742,36046,35302
1743,37428,33937
1744,25395,29461
1745,24695,29788
1746,30310,28949
1747,31338,23312
1748,34500,20093
1749,30529,35289
1750,39726,31932
1751,27469,23676
1752,23952,27703
1753,37730,24324
1754,24475,23294
1755,36506,21527
1756,29607,35890
1757,35283,26124
1758,21221,31125
1759,28571,27576
1760,38812,26327
1761,35987,23562
1762,29782,30883
1763,39772,25297
1764,21121,31453
1765,30037,22989
1766,34481,31856
1767,33675,25402
1768,26790,29778
1769,27104,20606
1770,32141,36988
1771,31759,36886
1772,38049,39591
1773,22200,27736
1774,35796,24942
1775,29939,26826
1776,34198,23304
1777,38452,22992
1778,37859,30440
1779,20854,21494
1780,25796,34413
1781,29697,32701
1782,27373,24931
1783,39739,26545
1784,39238,35727
1785,20816,24275
1786,30022,28441
1787,20781,38260
1788,20126,25523
1789,33192,21549
1790,20463,35937
1791,36864,24722
1792,20161,28520
1793,28440,22634
1794,39248,26202
1795,29370,25850
1796,33206,37179
1797,33106,28937
1798,22914,24254
1799,32208,30598
1800,20500,31631
1801,27804,35275
1802,25646,37121
1803,35234,29173
1804,27116,39263
1805,30566,29248
1806,25626,37563
1807,28066,25597
1808,29166,36539
1809,23050,21547
1810,33341,20385
1811,34038,27056
1812,38466,24643
1813,27329,22816
1814,34589,35190
1815,36745,33400
1816,33314,39785
1817,26696,36343
1818,24481,28418
1819,38356,22493
1820,22176,36954
1821,25622,36763
1822,36022,28969
1823,26311,39087
1824,34169,23403
1825,24460,21810
1826,33405,25365
1827,28945,28666
1828,36727,35795
1829,34238,27734
1830,29573,28363
1831,28248,23929
1832,23034,25212
1833,31320,32381
1834,23692,21241
1835,27744,28310
1836,35145,23049
1837,38006,27596
1838,30088,24840
1839,28129,32259
1840,25558,33584
1841,34816,36823
1842,30968,25266
1843,27968,28518
1844,29817,25985
1845,38253,39598
1846,31835,36781
1847,20696,21365
1848,30127,38029
1849,29296,22817
1850,35106,21399
1851,32167,27412
1852,30287,36382
1853,26036,23053
1854,35049,23953
1855,25453,24857
1856,24881,36300
1857,29165,21061
1858,31720,26494
1859,26197,31569
1860,22619,32904
1861,28328,33813
1862,35016,25840
1863,37170,22546
1864,37671,24854
1865,20577,26348
1866,30312,23648
1867,20114,22940
1868,20851,39267
1869,27638,30456
1870,39419,24286
1871,28617,23428
1872,20480,20585
1873,38335,28164
1874,35187,38768
1875,35379,34084
1876,25968,26245
1877,33788,29234
1878,32636,33363
1879,21228,29776
1880,26170,23259
1881,20357,27489
1882,34276,23350
1883,29527,39527
1884,29799,38609
1885,39540,38501
1886,37003,24616
1887,30572,28985
1888,38918,23985
1889,30958,30627
1890,32368,30834
1891,36660,20194
1892,32647,23483
1893,21908,32041
1894,27367,36554
1895,34949,35766
1896,33373,22724
1897,32426,34721
1898,38709,22925
1899,27980,31292
1900,27035,25438
1901,28909,30747
1902,26693,34247
1903,23356,25404
1904,37960,24921
1905,31702,24589
1906,35502,36880
1907,39068,31493
1908,22360,31979
1909,38423,28195
1910,24074,21814
1911,27998,36560
1912,28133,28410
1913,26194,34044
1914,20262,21865
1915,27721,32546
1916,39060,37458
1917,23174,31113
1918,20830,22556
1919,22781,23325
1920,39677,30554
1921,26840,22500
1922,27872,22921
1923,37984,35836
1924,27972,38177
1925,31346,25505
1926,39215,25092
1927,35487,34719
1928,20105,38278
1929,20834,28547
1930,29850,20596
1931,20363,24503
1932,20764,38890
1933,25807,22438
1934,26548,36339
1935,35894,39791
1936,22730,28118
1937,34755,26648
1938,39004,21983
1939,26308,22705
1940,24155,24272
1941,22218,33477
1942,30939,36477
1943,21109,25388
1944,23657,22053
1945,36718,26316
1946,23915,21408
1947,34030,22120
1948,32803,33147
1949,34006,28509
1950,32619,34118
1951,21358,39175
1952,29313,27613
1953,20098,28351
1954,29672,28055
1955,25355,23170
1956,21624,35559
1957,37332,29504
1958,24490,30805
1959,35113,29267
1960,29032,25632
1961,20901,37729
1962,36383,39353
1963,22459,37678
1964,32149,24509
1965,32471,23076
1966,26683,39532
1967,34319,38037
1968,36079,34704
1969,30223,25314
1970,31201,27174
1971,28503,31850
1972,21250,20621
1973,22831,36725
1974,29489,33247
1975,24188,20083
1976,24623,23579
1977,35773,23541
1978,22437,30457
1979,35019,30915
1980,35351,28080
1981,34197,39079
1982,28982,29174
1983,28716,31213
1984,26649,39566
1985,37787,31058
1986,37543,39661
1987,25517,23118
1988,33043,35422
1989,32922,23606
1990,28226,39975
1991,39599,35695
1992,30797,30410
1993,21027,38936
1994,38862,32894
1995,33456,36934
1996,24469,39296
1997,20235,24889
1998,20411,31919
1999,23849,30324
2000,36688,35607
2001,23770,39012
2002,22328,20626
2003,24178,23457
2004,22034,35688
2005,37536,36059
2006,26836,30701
2007,38175,25931
2008,23359,21701
2009,26532,26045
2010,27352,23781
2011,38573,34902
2012,32735,28119
2013,22054,39292
2014,21852,26427
2015,28047,21436
2016,36913,33998
2017,27491,23000
2018,31088,25290
2019,27190,33376
2020,20540,35037
2021,32261,27198
2022,38238,22133
2023,39075,26174
2024,28776,20181
2025,29592,34323
2026,20168,37203
2027,34856,32527
2028,25746,29863
2029,21437,38131
2030,37622,24200
2031,38830,35018
2032,21544,34668
2033,39359,28314
2034,38270,34799
2035,32644,32185
2036,27830,33295
2037,29716,36840
2038,28062,37535
2039,38028,34846
2040,39576,37376
2041,34791,25465
2042,31694,24517
2043,22725,31433
2044,32795,34132
2045,24929,30299
2046,25570,39944
2047,22055,30832
2048,39920,37283
2049,30200,37582
2050,22844,30985
2051,33426,34831
2052,31756,27592
2053,28821,28997
2054,27220,31626
2055,21389,20337
2056,38694,22049
2057,28899,24348
2058,23305,23612
2059,31253,34918
2060,37469,31781
2061,39226,26248
2062,27645,20341
2063,38408,20701
2064,35969,29993
2065,34533,29225
2066,38641,32444
2067,20308,36976
2068,26215,39619
2069,39041,23965
2070,29311,34378
2071,26429,27873
2072,33783,25050
2073,39322,34907
2074,25285,25216
2075,28028,21067
2076,26814,23381
2077,29688,37905
2078,37188,31103
2079,22138,20806
2080,23590,30829
2081,35061,31817
2082,30319,37130
2083,36665,26461
2084,34786,27398
2085,23685,34787
2086,34961,28085
2087,35762,29467
2088,23401,30134
2089,32949,32279
2090,33250,37050
2091,25656,36201
2092,24429,20073
2093,20209,20966
2094,20113,30329
2095,32881,37048
2096,21455,37700
2097,24796,20956
2098,25705,32069
2099,29724,28237
2100,25642,25757
2101,21775,30363
2102,38999,25704
2103,21090,36503
2104,23567,36664
2105,29482,31855
2106,37941,34744
2107,38775,39091
2108,20134,32251
2109,27219,39482
2110,37826,20518
2111,21142,39391
2112,31908,24893
2113,20856,31109
2114,25435,33577
2115,29143,37078
2116,39979,28169
2117,33512,34250
2118,38654,31048
2119,34417,35868
2120,27360,31247
2121,34781,35840
2122,23059,38136
2123,21679,29886
2124,21587,26669
2125,24996,36395
2126,25367,37093
2127,36816,29418
2128,39293,29304
2129,20333,35811
2130,37350,26470
2131,30724,35038
2132,33691,35953
2133,26801,22554
2134,34987,26273
2135,22672,23631
2136,21133,33364
2137,39102,37806
2138,29919,34679
2139,26442,33323
2140,22008,35910
2141,24194,23937
2142,34647,33271
2143,28398,27768
2144,22351,32760
2145,21355,34421
2146,27217,21384
2147,31141,37541
2148,35543,21377
2149,29565,27863
2150,28337,24394
2151,27098,26577
2152,27670,38234
2153,31746,22684
2154,30099,22613
2155,25716,33418
2156,35553,37071
2157,32336,39656
2158,23209,22302
2159,39422,23713
2160,38853,29984
2161,22262,34429
2162,36630,36230
2163,32386,20820
2164,28659,32875
2165,24813,39841
2166,34470,20720
2167,31517,21859
2168,23626,34480
2169,23188,38755
2170,38438,33995
2171,25574,31333
2172,33585,25579
2173,21540,34029
2174,24168,36019
2175,22089,35175
2176,33516,39207
2177,21691,25096
2178,21577,22343
2179,28330,33072
2180,33809,30285
2181,26832,34103
2182,30898,35229
2183,24730,32091
2184,21316,26883
2185,33970,35257
2186,31033,28526
2187,32216,28957
2188,33016,34492
2189,28872,38165
2190,23078,20745
2191,32405,35179
2192,28408,35758
2193,36671,30206
2194,20622,31942
2195,22986,39148
2196,24592,31892
2197,39440,27326
2198,20630,37354
2199,39586,22512
2200,30820,39470
2201,29334,25002
2202,24362,20517
2203,35395,28627
2204,38926,23715
2205,29878,34237
2206,27681,20949
2207,26189,21238
2208,27364,38836
2209,26441,21657
2210,29668,33767
2211,35838,39607
2212,20023,33794
2213,33944,23542
2214,39133,22188
2215,22778,26838
2216,37839,37766
2217,20409,20955
2218,29034,36447
2219,22000,22249
2220,23491,21040
2221,39680,25744
2222,37782,37036
2223,32255,36790
2224,37796,27803
2225,34021,31582
2226,29628,30858
2227,24750,26059
2228,38182,35778
2229,37756,36239
2230,39903,30998
2231,32568,26927
2232,34766,28649
2233,24892,37472
2234,21099,25224
2235,21217,24441
2236,29395,20005
2237,39118,31297
2238,23642,29980
2239,29654,22383
2240,38042,34838
2241,23988,36073
2242,39002,24467
2243,35488,30172
2244,24498,36195
2245,30743,30971
2246,33382,20353
2247,39124,39150
2248,29420,22599
2249,30178,24076
2250,36820,26700
2251,28653,30956
2252,35588,23808
2253,28246,30012
2254,27844,36482
2255,21395,30469
2256,28015,31389
2257,21721,34042
2258,32469,36579
2259,21842,21292
2260,36685,32007
2261,25059,34277
2262,38951,36542
2263,20155,22576
2264,23210,35549
2265,25362,39752
2266,38583,30177
2267,32020,31035
2268,25959,34128
2269,36601,37947
2270,23720,39539
2271,36251,25854
2272,20860,21668
2273,33105,23480
2274,30303,36441
2275,20214,37137
2276,32062,23035
2277,35151,38395
2278,36200,37383
2279,39288,33542
2280,23940,25151
2281,38105,21471
2282,28287,25680
2283,27947,33999
2284,24118,31179
2285,20804,21785
2286,29096,33167
2287,37927,29557
2288,30600,35098
2289,20594,21359
2290,22802,25429
2291,30582,24700
2292,38269,33115
2293,38203,21627
2294,34076,27338
2295,24058,22368
2296,37278,26027
2297,28900,30563
2298,31050,33251
2299,29616,30773
2300,32711,20529
2301,32978,39779
2302,20683,28111
2303,28493,37591
2304,39825,28069
2305,26724,33153
2306,35374,35997
2307,23971,39600
2308,33864,22461
2309,37308,29971
2310,22153,25392
2311,28929,32144
2312,32631,20342
2313,34535,20485
2314,26564,31241
2315,21872,23443
2316,38558,20906
2317,29733,33695
2318,27133,33173
2319,38403,28587
2320,20314,29960
2321,32351,27557
2322,24257,23283
2323,29117,33101
2324,38969,24478
2325,30104,30718
2326,30117,22496
2327,32818,26829
2328,28392,38001
2329,27888,29196
2330,37269,24070
2331,39114,20206
2332,32117,25699
2333,34243,23934
2334,27857,38912
2335,30046,30242
2336,25348,30132
2337,35000,31646
2338,31165,29018
2339,33415,23980
2340,32706,34223
2341,25394,21885
2342,39302,29348
2343,24564,21692
2344,37257,20660
2345,36140,33652
2346,31630,28938
2347,34210,27500
2348,31880,39759
2349,28041,26753
2350,25768,33329
2351,26813,26986
2352,20241,24635
2353,28474,27916
2354,36634,30027
2355,21168,26844
2356,33430,27630
2357,34629,25128
2358,24256,33648
2359,22841,23115
2360,28759,28939
2361,35623,29673
2362,21546,26164
2363,21719,22298
2364,23619,30215
2365,33722,38595
2366,36171,35032
2367,37483,31760
2368,31330,31709
2369,38171,29408
2370,33217,38180
2371,28626,25798
2372,39736,28671
2373,37030,36985
2374,36016,26173
2375,30799,20705
2376,25681,35951
2377,22756,31711
2378,30124,36524
2379,39029,24223
2380,31378,30938
2381,32270,23512
2382,22472,24599
2383,22771,23335
2384,31049,36081
2385,24821,27446
2386,28444,29083
2387,31889,36032
2388,33306,37331
2389,30246,31576
2390,33268,27268
2391,20740,28887
2392,34723,35628
2393,28580,32849
2394,29636,27314
2395,29680,39247
2396,23450,38535
2397,25952,20590
2398,32668,33193
2399,25586,27280
2400,27205,38366
2401,38758,31071
2402,30734,30477
2403,35436,25596
2404,23080,28771
2405,21574,25043
2406,24648,32740
2407,22952,24009
2408,37008,37452
2409,32807,23767
2410,22498,26619
2411,36991,37255
2412,39475,29793
2413,30358,32458
2414,39919,33368
2415,23230,20119
2416,30490,33567
2417,36384,30026
2418,22159,22628
2419,34832,36785
2420,26778,37451
2421,22359,27597
2422,39256,26974
2423,21470,26816
2424,23675,38805
2425,35101,29353
2426,24376,33557
2427,29838,23029
2428,35135,22349
2429,36906,38750
2430,23610,20981
2431,39210,30630
2432,38690,30679
2433,36761,24263
2434,34810,30475
2435,23506,35082
2436,39103,20836
2437,21392,28734
2438,28989,25459
2439,37746,24051
2440,31869,29383
2441,22430,39047
2442,30074,26873
2443,28050,32067
2444,31736,31375
2445,36811,32775
2446,24000,36075
2447,36984,27756
2448,24470,31497
2449,32343,36776
2450,26440,36658
2451,31897,24125
2452,39778,21380
2453,24764,36611
2454,23785,38788
2455,33436,24014
2456,30439,25554
2457,24987,22918
2458,34845,31302
2459,22093,37963
2460,35307,31299
2461,37600,32460
2462,37883,26176
2463,33704,36923
2464,23372,20532
2465,36381,20151
2466,23466,26897
2467,35744,34259
2468,36914,23345
2469,28915,32673
2470,31933,35578
2471,20527,26278
2472,20972,29748
2473,33398,33489
2474,25981,31008
2475,22425,23223
2476,21946,35556
2477,37586,21370
2478,22972,36576
2479,24634,37197
2480,20281,38610
2481,35567,23446
2482,22297,39548
2483,28877,25818
2484,32591,34964
2485,32844,30550
2486,24633,23978
2487,33541,36212
2488,29446,37251
2489,31221,29009
2490,37521,24956
2491,21963,39342
2492,30678,20893
2493,35412,26015
2494,27316,23186
2495,26924,22167
2496,20503,20418
2497,28800,22271
2498,22718,32265
2499,34783,21117
2500,38123,31014
2501,35276,29823
2502,37770,37776
2503,24448,24349
2504,38079,32360
2505,29401,23105
2506,21585,38653
2507,39507,28149
2508,39212,21490
2509,23649,20043
2510,35981,37151
2511,34896,27806
2512,21754,25185
2513,35091,32489
2514,34984,27727
2515,34048,20132
2516,31568,32445
2517,23358,36192
2518,20990,36608
2519,36246,38751
2520,25488,20589
2521,23268,24163
2522,21333,21658
2523,26110,35345
2524,37100,36396
2525,28460,38555
2526,25520,29918
2527,20506,37349
2528,34257,35519
2529,32755,33922
2530,29151,22765
2531,21073,20507
2532,36836,36686
2533,21266,33707
2534,25251,38791
2535,32137,35165
2536,37193,38686
2537,29485,35217
2538,38883,27435
2539,26003,38261
2540,34510,21203
2541,23240,28731
2542,27038,26560
2543,33635,27118
2544,33475,36724
2545,27851,31543
2546,36156,37835
2547,30252,23695
2548,31738,21435
2549,27147,38323
2550,23178,30524
2551,31370,25848
2552,31336,39845
2553,20926,39840
2554,34423,34241
2555,31852,38567
2556,27413,29472
2557,28411,31578
2558,32794,35088
2559,23347,23066
2560,30636,20544
2561,29933,23436
2562,25908,31768
2563,38146,39362
2564,23917,24526
2565,33017,25711
2566,22731,27952
2567,28428,32423
2568,26143,38337
2569,25815,29005
2570,21501,31463
2571,20513,30969
2572,37184,35406
2573,32781,25683
2574,35789,28794
2575,28206,25089
2576,20945,28967
2577,38662,28618
2578,26360,22058
2579,33270,23098
2580,24827,32164
2581,32399,20352
2582,37690,25899
2583,26976,37993
2584,21560,36666
2585,28331,23932
2586,29294,27208
2587,27920,26380
2588,38167,26198
2589,21291,29410
2590,28947,34122
2591,34040,38246
2592,21953,39478
2593,22900,35904
2594,39727,28802
2595,35195,27084
2596,36925,22291
2597,21106,27610
2598,27125,24403
2599,32714,35792
2600,30161,36924
2601,31558,31210
2602,21528,37976
2603,35523,34861
2604,31668,20462
2605,29912,38198
2606,37722,32384
2607,23395,22175
2608,28135,35921
2609,32498,24317
2610,36846,38185
2611,24653,24253
2612,30668,37111
2613,35824,31857
2614,32605,27117
2615,27082,22223
2616,20580,37783
2617,38783,38747
2618,34645,31278
2619,23704,30019
2620,25670,34867
2621,28876,34549
2622,35684,26880
2623,20665,22648
2624,30275,27935
2625,34176,27065
2626,25382,34499
2627,27991,34763
2628,27970,27013
2629,22795,29099
2630,20545,23203
2631,25450,23884
2632,33389,28502
2633,25610,36203
2634,35743,38077
2635,37352,25300
2636,31660,34346
2637,32761,20888
2638,23588,26069
2639,25272,23064
2640,37426,21938
2641,30839,20605
2642,25608,27183
2643,39994,28016
2644,38173,21713
2645,34953,31813
2646,34061,39453
2647,29297,32726
2648,34120,27249
2649,34941,33383
2650,29577,26952
2651,31331,26445
2652,32822,33041
2653,35964,34422
2654,28604,26421
2655,34159,29468
2656,34281,29552
2657,38847,31434
2658,35306,38509
2659,24853,27250
2660,20674,36655
2661,27843,28035
2662,20448,23758
2663,33837,28439
2664,38703,21776
2665,20935,27036
2666,25988,24301
2667,33027,28039
2668,28045,21638
2669,34186,25903
2670,26411,30241
2671,25012,20317
2672,29333,30305
2673,38895,22278
2674,38632,27427
2675,20845,29443
2676,20208,29981
2677,25236,23423
2678,37916,26012
2679,38995,39282
2680,21338,36157
2681,39476,25131
2682,21232,36958
2683,38957,36334
2684,27206,21581
2685,28029,35007
2686,29471,29038
2687,35705,28442
2688,37938,37254
2689,39625,29618
2690,39884,22338
2691,21364,21982
2692,35011,37477
2693,22668,23578
2694,21879,22178
2695,31959,27682
2696,30468,23725
2697,36684,38739
2698,34045,28914
2699,33932,25992
2700,36114,35908
2701,31155,20739
2702,21096,30056
2703,24810,38392
2704,32955,39853
2705,20461,36365
2706,30465,35293
2707,25817,20894
2708,22127,38909
2709,32293,38607
2710,22391,25440
2711,30617,37786
2712,27614,25781
2713,28816,38769
2714,25038,39976
2715,33316,22186
2716,33116,35905
2717,23638,32174
2718,35078,21459
2719,39436,31036
2720,23379,35901
2721,32166,30539
2722,38362,22877
2723,28106,21149
2724,31306,31219
2725,25636,21535
2726,20756,22959
2727,20866,31136
2728,27029,22499
2729,32941,21989
2730,28499,27680
2731,23238,21200
2732,26286,21409
2733,30397,38218
2734,29566,23241
2735,33440,36018
2736,22305,28655
2737,37021,30651
2738,22420,34382
2739,20625,21882
2740,37001,30881
2741,30300,28522
2742,32825,28864
2743,29692,33690
2744,27807,27900
2745,34004,27754
2746,20200,26088
2747,20271,22626
2748,31812,34686
2749,35233,21845
2750,25551,38444
2751,21386,24022
2752,21704,36273
2753,38870,21952
2754,36020,23537
2755,24954,39972
2756,28508,27000
2757,21820,23755
2758,32623,23374
2759,34917,38094
2760,20831,35761
2761,21009,28665
2762,27808,21403
2763,29767,37831
2764,29578,23753
2765,38669,32102
2766,27451,32118
2767,28523,25210
2768,35269,33850
2769,36778,24944
2770,27221,38929
2771,29490,24522
2772,28037,22067
2773,30621,21951
2774,37474,22654
2775,20334,25244
2776,24145,36118
2777,26338,35625
2778,22751,27302
2779,32318,38718
2780,29101,32309
2781,23275,22194
2782,21110,31777
2783,35569,23038
2784,22996,37205
2785,21606,23057
2786,26475,32082
2787,37449,31345
2788,22855,37158
2789,28228,22099
2790,34587,37598
2791,30244,22536
2792,38553,36285
2793,29507,28862
2794,27149,23183
2795,34190,27397
2796,32232,20601
2797,30961,27252
2798,39730,39233
2799,27087,38941
2800,22872,38431
2801,39095,27444
2802,21147,26940
2803,29251,20167
2804,23684,26718
2805,27160,22080
2806,23731,30995
2807,29053,32565
2808,36108,29755
2809,35797,38530
2810,23138,29226
2811,32811,31004
2812,24523,24647
2813,22415,39761
2814,21268,20927
2815,29213,36357
2816,26638,37035
2817,21934,39859
2818,37555,37955
2819,27401,25254
2820,31146,25357
2821,20319,37198
2822,22457,33310
2823,35771,20495
2824,23187,27272
2825,33561,35787
2826,23484,32054
2827,35630,36651
2828,25811,30050
2829,20011,36254
2830,34448,32212
2831,26474,32488
2832,20707,32168
2833,38188,39064
2834,38195,31751
2835,33286,22833
2836,21145,25858
2837,34864,20699
2838,23263,39721
2839,25868,25785
2840,26876,22733
2841,32332,33253
2842,35669,27376
2843,29400,22708
2844,24528,24234
2845,30976,38083
2846,36463,29394
2847,30438,20728
2848,32639,26879
2849,24818,27588
2850,22745,20508
2851,38435,20941
2852,22397,35131
2853,34023,30388
2854,33776,24918
2855,24703,25346
2856,21562,36979
2857,37327,37658
2858,37303,30049
2859,33723,21281
2860,34144,28270
2861,23320,37273
2862,35226,25599
2863,28775,23885
2864,33795,36270
2865,37313,21565
2866,23393,36052
2867,35654,22686
2868,20062,30548
2869,38361,38937
2870,20912,36467
2871,36911,21062
2872,27731,30064
2873,22168,36409
2874,34801,23280
2875,31734,31994
2876,30149,21611
2877,37065,38244
2878,34770,25776
2879,37838,36444
2880,30336,33667
2881,37530,39084
2882,29845,27579
2883,37370,35746
2884,25322,28501
2885,25930,37554
2886,24195,31780
2887,28110,37282
2888,22423,25778
2889,25732,34971
2890,34455,34386
2891,20643,33683
2892,35577,37571
2893,39018,24131
2894,22181,39021
2895,30091,22495
2896,35009,26376
2897,26699,27148
2898,24083,24744
2899,36248,31934
2900,25556,20327
2901,38942,24019
2902,33084,36435
2903,26155,26415
2904,24776,23706
2905,26296,22373
2906,34117,29509
2907,37294,34428
2908,22265,34576
2909,28123,36626
2910,25194,36232
2911,37404,31945
2912,31609,20000
2913,38904,32684
2914,31349,23834
2915,20858,37602
2916,33409,35551
2917,20444,29111
2918,38101,34677
2919,36737,38615
2920,32266,32730
2921,20727,22413
2922,37646,30965
2923,35127,34273
2924,35973,27786
2925,21552,30250
2926,24330,32224
2927,33871,31653
2928,36126,34606
2929,31743,35153
2930,24586,38487
2931,33445,30789
2932,22610,37234
2933,21828,38691
2934,23699,37745
2935,37711,33884
2936,31154,36337
2937,39158,39022
2938,21310,33892
2939,34804,24031
2940,35638,21720
2941,26034,23498
2942,23153,28799
2943,34046,21592
2944,30393,34567
2945,33002,38264
2946,21422,34279
2947,29275,31444
2948,37647,35843
2949,38338,26770
2950,38359,35511
2951,30036,39520
2952,26303,29219
2953,20920,24055
2954,38125,30714
2955,37649,34585
2956,38649,26712
2957,21542,38723
2958,30095,34738
2959,35929,37026
2960,22480,20793
2961,22392,33094
2962,30954,27295
2963,37811,27626
2964,32313,23482
2965,34354,30374
2966,21768,26331
2967,36111,21368
2968,22836,39992
2969,26988,27052
2970,21671,36380
2971,25206,27635
2972,34055,27764
2973,29783,27240
2974,38485,26710
2975,28198,35130
2976,20367,27162
2977,38317,29212
2978,33078,39613
2979,24666,20761
2980,36144,26903
2981,29292,23538
2982,29723,35182
2983,38190,28357
2984,31710,24378
2985,38582,31726
2986,36708,34529
2987,29598,39161
2988,30236,35241
2989,29326,22651
2990,24782,22063
2991,34693,23017
2992,32204,39575
2993,21086,35492
2994,28778,38608
2995,26823,27291
2996,38554,34779
2997,20467,24920
2998,29792,23143
2999,35328,24530
3000,29106,35194
3001,22263,20037
3002,31941,39782
3003,39307,25767
3004,29659,22917
3005,31381,25191
3006,30333,34135
3007,34234,39849
3008,27516,25955
3009,38700,37867
3010,33915,29982
3011,20384,34433
3012,31958,33261
3013,39635,37284
3014,39145,25323
3015,37768,37844
3016,20653,32162
3017,21514,24618
3018,24880,36987
3019,28536,35956
3020,20197,36746
3021,28064,20294
3022,29041,23986
3023,37402,35474
3024,35372,20399
3025,39889,29238
3026,21823,38189
3027,28710,32206
3028,26328,33756
3029,27899,25708
3030,24435,35481
3031,34942,35833
3032,33973,33421
3033,33509,22258
3034,31359,35793
3035,20300,30136
3036,21187,24804
3037,28342,26975
3038,36153,25208
3039,21039,22463
3040,32560,32699
3041,31884,33369
3042,30988,27674
3043,30794,35757
3044,25735,22534
3045,39387,28193
3046,33337,23854
3047,36990,33040
3048,38924,33946
3049,38628,29952
3050,21195,38824
3051,35517,39879
3052,35586,37450
3053,30404,37625
3054,39259,38826
3055,22508,26480
3056,38522,25563
3057,34086,31205
3058,20695,31844
3059,27981,22237
3060,31160,24548
3061,34451,38441
3062,22288,26355
3063,26618,27188
3064,26232,24339
3065,22274,25527
3066,34251,33393
3067,20133,39306
3068,35895,35822
3069,22942,31546
3070,20970,33582
3071,39399,20490
3072,23820,33747
3073,34674,31358
3074,30711,29146
3075,33718,39157
3076,37901,34438
3077,31657,24979
3078,25413,30028
3079,32697,21297
3080,26810,23780
3081,22259,37175
3082,22946,26915
3083,39620,33501
3084,34303,37325
3085,23069,34586
3086,37055,27565
3087,22191,25637
3088,23566,26642
3089,31649,34802
3090,27335,34724
3091,38639,25820
3092,21273,30587
3093,36862,31617
3094,38764,31308
3095,37230,23672
3096,33179,39813
3097,29892,20862
3098,38427,26833
3099,37289,21576
3100,34174,34665
3101,22798,35993
3102,30632,29320
3103,29638,23289
3104,39852,38342
3105,35765,20004
3106,25538,26299
3107,25832,34884
3108,29983,23195
3109,27408,26877
3110,32490,39142
3111,31673,33146
3112,22478,29372
3113,25524,24815
3114,32520,23205
3115,35568,25483
3116,39503,22482
3117,24103,22061
3118,22641,39717
3119,37242,25155
3120,30467,38062
3121,26334,30245
3122,28435,28232
3123,22723,39484
3124,34282,26211
3125,23640,29347
3126,38835,24676
3127,27462,33866
3128,29840,26023
3129,27216,23130
3130,35851,34600
3131,22945,38793
3132,38713,20994
3133,39652,21450
3134,28702,34342
3135,38946,30304
3136,37438,25360
3137,35181,33552
3138,24757,24396
3139,28537,32621
3140,27849,39154
3141,38817,33144
3142,30720,33839
3143,26530,20546
3144,36692,21461
3145,30580,32372
3146,29753,24824
3147,28346,24216
3148,22479,20270
3149,23504,28190
3150,28496,38404
3151,31598,31127
3152,28873,36843
3153,21965,33604
3154,38279,21013
3155,21318,23244
3156,20014,22767
3157,33219,36376
3158,28371,33138
3159,31225,35493
3160,21569,36643
3161,23846,39420
3162,34914,23830
3163,31131,30281
3164,20343,32513
3165,38651,35609
3166,28376,31000
3167,24061,20533
3168,23473,38943
3169,22450,27144
3170,26076,37014
3171,32316,20272
3172,39303,38259
3173,27609,36933
3174,38406,29842
3175,26216,31339
3176,35886,31968
3177,24260,30987
3178,20223,20157
3179,30772,36929
3180,34550,38202
3181,29388,25474
3182,30604,28722
3183,21366,28256
3184,23777,34102
3185,23621,37889
3186,38729,26849
3187,33493,36805
3188,21623,27745
3189,33276,21064
3190,28777,34967
3191,30880,31721
3192,31588,32267
3193,35280,29693
3194,34313,23800
3195,37435,33046
3196,30736,32632
3197,24121,34996
3198,30130,36719
3199,36410,31488
3200,27881,33291
3201,23016,31566
3202,25949,36225
3203,25356,31806
3204,26969,38436
3205,33729,27963
3206,31186,26563
3207,32156,27182
3208,39106,21530
3209,29352,31162
3210,22316,35881
3211,25309,23298
3212,28548,32569
3213,30850,28008
3214,25692,35720
3215,31340,28961
3216,23179,34636
3217,37651,33317
